"Naics code
Code Scian",Description_English,"Year
Année"
811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,2014
811411,Home and Garden Equipment Repair and Maintenance,2014
811412,Appliance Repair and Maintenance,2014
811420,Reupholstery and Furniture Repair,2014
811430,Footwear and Leather Goods Repair,2014
811490,Other Personal and Household Goods Repair and Maintenance,2014
812114,Barber Shops,2014
812115,Beauty Salons,2014
812116,Unisex Hair Salons,2014
812190,Other Personal Care Services,2014
812210,Funeral Homes,2014
812220,Cemeteries and Crematoria,2014
812310,Coin-Operated Laundries and Dry Cleaners,2014
812320,Dry Cleaning and Laundry Services (except Coin-Operated),2014
812330,Linen and Uniform Supply,2014
812910,Pet Care (except Veterinary) Services,2014
812921,Photo Finishing Laboratories (except One-Hour),2014
812922,One-Hour Photo Finishing,2014
812930,Parking Lots and Garages,2014
812990,All Other Personal Services,2014
813110,Religious Organizations,2014
813210,Grant-Making and Giving Services,2014
813310,Social Advocacy Organizations,2014
813410,Civic and Social Organizations,2014
813910,Business Associations,2014
813920,Professional Organizations,2014
813930,Labour Organizations,2014
813940,Political Organizations,2014
813990,Other Membership Organizations,2014
814110,Private Households,2014
31-33,Manufacturing,2014
44-45,Retail Trade,2014
48-49,Transportation and Warehousing,2014
